model_id,operation,scenario,paired_cases,speedup_mean,speedup_median,speedup_ci95_low,speedup_ci95_high,memory_ratio_mean,memory_ratio_median,memory_ratio_ci95_low,memory_ratio_ci95_high,storage_ratio_mean,kernel_confirmed,conclusion
facebook/opt-1.3b,model_prefill,attention_int8_fake,9,1.0011744378244012,1.006691251151965,0.975839562224961,1.0140753182145792,1.0,1.0,1.0,1.0,1.0,False,mista
facebook/opt-1.3b,model_prefill,attention_pruning_10,9,0.9989382952869845,1.004472365628427,0.9750097114607127,1.0139348962199577,1.0,1.0,1.0,1.0,1.0,False,mista
facebook/opt-1.3b,model_prefill,attention_pruning_25,9,1.0000207447694056,1.007711105474705,0.9694995604064828,1.0127927672696846,1.0,1.0,1.0,1.0,1.0,False,mista
facebook/opt-1.3b,model_prefill,attention_pruning_50,9,0.9998870391259143,1.0017919760793925,0.9850745360645884,1.017698304058403,1.0,1.0,1.0,1.0,1.0,False,mista
facebook/opt-1.3b,model_prefill,attention_pruning_75,9,1.0034649067617014,1.0085965816241007,0.994175473859347,1.017803780367904,1.0,1.0,1.0,1.0,1.0,False,mista
facebook/opt-1.3b,model_prefill,blocks_int8_fake,9,0.9999278182180527,1.0050581540155987,0.978757054293444,1.0145663840942287,1.0,1.0,1.0,1.0,1.0,False,mista
facebook/opt-1.3b,model_prefill,blocks_pruning_50,9,1.0079230773717456,1.0063889746679822,1.0019259288752607,1.0189044305585344,1.0,1.0,1.0,1.0,1.0,False,mista
facebook/opt-1.3b,model_ttft,attention_int8_fake,9,1.0052960761476641,1.007836017876619,0.997771048724171,1.0110780758467885,0.9992932359784299,1.0,1.0,1.0,1.0,False,mista
facebook/opt-1.3b,model_ttft,attention_pruning_10,9,1.003408435166743,1.0038483489122991,0.9932419508539931,1.0172298509498632,0.9998429413285399,1.0,1.0,1.0,1.0,False,mista
facebook/opt-1.3b,model_ttft,attention_pruning_25,9,1.0049622429700402,1.0084088954234705,0.9963568909952826,1.0116624663347862,0.9998429413285399,1.0,1.0,1.0,1.0,False,mista
facebook/opt-1.3b,model_ttft,attention_pruning_50,9,1.003048800754114,1.002801658717163,0.9913935260817142,1.0185991994436303,0.9992932359784299,1.0,1.0,1.0,1.0,False,mista
facebook/opt-1.3b,model_ttft,attention_pruning_75,9,1.001633666329882,1.0031026419431126,0.9976546706459704,1.0070871080344939,0.9998429413285399,1.0,1.0,1.0,1.0,False,mista
facebook/opt-1.3b,model_ttft,blocks_int8_fake,9,1.00600785474504,1.0082181438379314,1.0021193929632712,1.0097738474549385,0.9992932359784299,1.0,1.0,1.0,1.0,False,mista
facebook/opt-1.3b,model_ttft,blocks_pruning_50,9,1.0002419817936665,1.0039357686075512,0.993790769576063,1.0097923345261577,0.9992932359784299,1.0,1.0,1.0,1.0,False,mista
facebook/opt-125m,model_prefill,attention_int8_fake,9,0.8774276594328811,0.9732513239897181,0.9210644445285086,0.9790161329116235,1.0,1.0,1.0,1.0,1.0,False,contradita
facebook/opt-125m,model_prefill,attention_pruning_10,9,1.0143670931978979,0.9932569366054427,0.9404315816447931,1.0127435110891185,1.0,1.0,1.0,1.0,1.0,False,mista
facebook/opt-125m,model_prefill,attention_pruning_25,9,0.8849760286593001,0.9814287098857247,0.8529629023588658,0.9939241801060318,1.0,1.0,1.0,1.0,1.0,False,contradita
facebook/opt-125m,model_prefill,attention_pruning_50,9,0.898971638963667,0.9836029881389082,0.9360082557661967,0.9900934731348524,1.0,1.0,1.0,1.0,1.0,False,contradita
facebook/opt-125m,model_prefill,attention_pruning_75,9,1.0443928964082054,0.9785774237234687,0.9308741435699917,0.9875304808927066,1.0,1.0,1.0,1.0,1.0,False,contradita
facebook/opt-125m,model_prefill,blocks_int8_fake,9,0.8884455503926552,0.9764602048883747,0.9329598540579451,0.9846833366321237,1.0,1.0,1.0,1.0,1.0,False,contradita
facebook/opt-125m,model_prefill,blocks_pruning_50,9,0.9926882331297677,0.9859412794808057,0.9357933861841876,0.9929055016523355,1.0,1.0,1.0,1.0,1.0,False,contradita
facebook/opt-125m,model_ttft,attention_int8_fake,9,0.9653093091569703,0.9764175418466493,0.9264583541615333,0.9921115681048741,0.990302655632907,1.0,1.0,1.0,1.0,False,contradita
facebook/opt-125m,model_ttft,attention_pruning_10,9,0.9859503878240781,0.9949544719421805,0.9557276049889589,0.9984848900458888,0.9953452747037955,1.0,1.0,1.0,1.0,False,contradita
facebook/opt-125m,model_ttft,attention_pruning_25,9,0.975023849539116,0.9805764328902373,0.9431333575442409,0.993560488558832,0.9906905494075908,1.0,1.0,1.0,1.0,False,contradita
facebook/opt-125m,model_ttft,attention_pruning_50,9,0.978324390419531,0.9890170561136871,0.9453490531117507,0.9972079721321535,0.990302655632907,1.0,1.0,1.0,1.0,False,contradita
facebook/opt-125m,model_ttft,attention_pruning_75,9,0.9662433570178403,0.9730139564948805,0.9311938416769144,0.996741694910955,0.9953452747037955,1.0,1.0,1.0,1.0,False,contradita
facebook/opt-125m,model_ttft,blocks_int8_fake,9,0.9728804873120342,0.9772998427839559,0.9466821451223151,0.9934055944785589,0.9953452747037955,1.0,1.0,1.0,1.0,False,contradita
facebook/opt-125m,model_ttft,blocks_pruning_50,9,0.9703319262824509,0.9760641820953764,0.9489235184287257,0.9919241322496318,0.9953452747037955,1.0,1.0,1.0,1.0,False,contradita
